k,P_k_om_b
0.011523477714258719,1.0
0.011616202335001415,1.0
0.01170967307210803,1.0
0.011803895929265866,1.0
0.011898876958471407,1.0
0.011994622260419018,1.0
0.012091137984892808,1.0
0.012188430331161636,1.0
0.01228650554837729,1.0
0.012385369935975889,1.0
0.012485029844082477,1.0
0.012585491673918911,1.0
0.012686761878215005,1.0
0.01278884696162301,1.0
0.012891753481135386,1.0
0.012995488046506002,1.0
0.013100057320674638,1.0
0.013205468020194984,1.0
0.013311726915666032,1.0
0.013418840832166958,1.0
0.013526816649695524,1.0
0.013635661303609941,1.0
0.01374538178507437,1.0
0.013855985141507949,1.0
0.013967478477037458,1.0
0.014079868952953642,1.0
0.014193163788171141,1.0
0.014307370259692209,1.0
0.01442249570307409,1.0
0.014538547512900204,1.0
0.014655533143255116,1.0
0.01477346010820328,1.0
0.014892335982271703,1.0
0.01501216840093645,1.0
0.015132965061113075,1.0
0.015254733721651021,1.0
0.01537748220383194,1.0
0.015501218391872079,1.0
0.01562595023342869,1.0
0.015751685740110495,1.0
0.01587843298799232,1.0
0.016006200118133782,1.0
0.0161349953371022,1.0
0.016264826917499732,1.0
0.016395703198494715,1.0
0.016527632586357286,1.0
0.01666062355499936,1.0
0.016794684646518857,1.0
0.016929824471748414,1.0
0.017066051710808446,1.0
0.017203375113664668,1.0
0.01734180350069015,1.0
0.01748134576323179,1.0
0.01762201086418147,1.0
0.017763807838551717,1.0
0.017906745794056038,1.0
0.018050833911693927,1.0
0.018196081446340533,1.0
0.01834249772734114,1.0
0.018490092159110377,1.0
0.018638874221736264,1.0
0.01878885347158918,1.0
0.01894003954193559,1.0
0.019092442143556848,1.0
0.019246071065372926,1.0
0.019400936175071135,1.0
0.019557047419739987,1.0
0.01971441482650804,1.0
0.01987304850318797,1.0
0.02003295863892583,1.0
0.020194155504855454,1.0
0.02035664945475825,1.0
0.02052045092572815,1.0
0.020685570438842046,1.0
0.020852018599835546,1.0
0.02101980609978419,1.0
0.021188943715790137,1.0
0.02135944231167442,1.0
0.02153131283867469,1.0
0.02170456633614864,1.0
0.02187921393228308,1.0
0.022055266844808682,1.0
0.022232736381720557,1.0
0.02241163394200451,1.0
0.02259197101636923,1.0
0.022773759187984362,1.0
0.022957010133224466,1.0
0.02314173562241906,1.0
0.023327947520608565,1.0
0.023515657788306433,1.0
0.023704878482267395,1.0
0.023895621756261847,1.0
0.024087899861856533,1.0
0.02428172514920143,1.0
0.02447711006782301,1.0
0.02467406716742392,1.0
0.024872609098689002,1.0
0.025072748614097924,1.0
0.025274498568744207,1.0
0.025477871921160966,1.0
0.025682881734153225,1.0
0.025889541175636938,1.0
0.02609786351948483,1.0
0.026307862146378907,1.0
0.026519550544669965,1.0
0.02673294231124392,1.0
0.02694805115239517,1.0
0.027164890884706933,1.0
0.027383475435938755,1.0
0.027603818845921016,1.0
0.027825935267456765,1.0
0.02804983896723076,1.0
0.028275544326725813,1.0
0.028503065843146567,1.0
0.028732418130350594,1.0
0.02896361591978709,1.0
0.02919667406144308,1.0
0.029431607524797232,1.0
0.029668431399781422,1.0
0.029907160897749856,1.0
0.030147811352456186,1.0
0.030390398221038388,1.0
0.030634937085011568,1.0
0.030881443651268835,1.0
0.031129933753090065,1.0
0.03138042335115896,1.0
0.03163292853458818,1.0
0.031887465521952756,1.0
0.03214405066233189,1.0
0.032402700436358935,1.0
0.03266343145728006,1.0
0.03292626047202131,1.0
0.033191204362264234,1.0
0.03345828014553025,1.0
0.03372750497627369,1.0
0.03399889614698361,1.0
0.034272471089294515,1.0
0.03454824737510601,1.0
0.03482624271771144,1.0
0.03510647497293567,1.0
0.0353889621402819,1.0
0.035673722364087855,1.0
0.03596077393469117,1.0
0.036250135289604184,1.0
0.03654182501469827,1.0
0.0368358618453975,1.0
0.037132264667882116,1.0
0.037431052520301565,1.0
0.03773224459399734,1.0
0.038035860234735715,1.0
0.03834191894395021,1.0
0.03865044037999428,1.0
0.038961444359403956,1.0
0.039274950858170635,1.0
0.039590980013024274,1.0
0.039909552122726615,1.0
0.04023068764937511,1.0
0.04055440721971717,1.0
0.04088073162647503,1.0
0.041209681829681336,1.0
0.04154127895802535,1.0
0.04187554431021006,1.0
0.042212499356320286,1.0
0.04255216573920163,1.0
0.04289456527585066,1.0
0.04323971995881625,1.0
0.04358765195761211,1.0
0.04393838362014079,1.0
0.04429193747412911,1.0
0.044648336228575065,1.0
0.04500760277520658,1.0
0.0453697601899517,1.0
0.045734831734420854,1.0
0.04610284085740096,1.0
0.04647381119636153,1.0
0.04684776657897299,1.0
0.04722473102463704,1.0
0.047604728746029515,1.0
0.04798778415065555,1.0
0.04837392184241728,1.0
0.04876316662319425,1.0
0.04915554349443632,1.0
0.049551077658769614,1.0
0.04994979452161529,1.0
0.050351719692821297,1.0
0.05075687898830744,1.0
0.0511652984317234,1.0
0.051577004256120315,1.0
0.051992022905635774,1.0
0.052410381037192276,1.0
0.05283210552220956,1.0
0.05325722344833036,1.0
0.053685762121160434,1.0
0.05411774906602237,1.0
0.05455321202972352,1.0
0.05499217898233823,1.0
0.05543467811900443,1.0
0.05588073786173452,1.0
0.056330386861240964,1.0
0.05678365399877661,1.0
0.05724056838798966,1.0
0.05770115937679378,1.0
0.05816545654925299,1.0
0.05863348972748196,1.0
0.05910528897356149,1.0
0.05958088459146937,1.0
0.06006030712902696,1.0
0.060543587379861125,1.0
0.06103075638538222,1.0
0.06152184543677788,1.0
0.06201688607702288,1.0
0.06251591010290523,1.0
0.06301894956706834,1.0
0.06352603678006995,1.0
0.06403720431245731,1.0
0.06455248499685934,1.0
0.06507191193009547,1.0
0.06559551847530137,1.0
0.06612333826407198,1.0
0.06665540519862165,1.0
0.06719175345396168,1.0
0.06773241748009558,1.0
0.06827743200423152,1.0
0.06882683203301308,1.0
0.06938065285476774,1.0
0.06993893004177343,1.0
0.07050169945254328,1.0
0.0710689972341291,1.0
0.0716408598244428,1.0
0.07221732395459707,1.0
0.07279842665126446,1.0
0.07338420523905576,1.0
0.07397469734291742,1.0
0.07456994089054804,1.0
0.07516997411483463,1.0
0.07577483555630829,1.0
0.07638456406561972,1.0
0.07699919880603466,1.0
0.07761877925594923,1.0
0.07824334521142579,1.0
0.07887293678874903,1.0
0.07950759442700257,1.0
0.08014735889066667,1.0
0.08079227127223618,1.0
0.0814423729948602,1.0
0.08209770581500263,1.0
0.08275831182512416,1.0
0.08342423345638617,1.0
0.08409551348137566,1.0
0.08477219501685294,1.0
0.08545432152652087,1.0
0.08614193682381659,1.0
0.08683508507472579,1.0
0.08753381080061934,1.0
0.08823815888111307,1.0
0.08894817455695031,1.0
0.08966390343290787,1.0
0.09038539148072507,1.0
0.09111268504205682,1.0
0.09184583083144987,1.0
0.09258487593934348,1.0
0.09332986783509406,1.0
0.09408085437002407,1.0
0.09483788378049579,1.0
0.09560100469100921,1.0
0.09637026611732549,1.0
0.09714571746961514,1.0
0.09792740855563171,1.0
0.09871538958391107,1.0
0.09950971116699615,1.0
0.10031042432468788,1.0
0.1011175804873224,1.0
0.10193123149907421,1.0
0.10275142962128626,1.0
0.10357822753582681,1.0
0.10441167834847309,1.0
0.10525183559232239,1.0
0.10609875323123054,1.0
0.10695248566327799,1.0
0.10781308772426387,1.0
0.10868061469122804,1.0
0.10955512228600195,1.0
0.11043666667878708,1.0
0.11132530449176321,1.0
0.11222109280272519,1.0
0.1131240891487491,1.0
0.11403435152988786,1.0
0.11495193841289666,1.0
0.1158769087349883,1.0
0.1168093219076187,1.0
0.11774923782030293,1.0
0.11869671684446238,1.0
0.11965181983730172,1.0
0.12061460814571828,1.0
0.12158514361024234,1.0
0.12256348856900907,1.0
0.12354970586176271,1.0
0.12454385883389266,1.0
0.12554601134050228,1.0
0.12655622775051034,1.0
0.12757457295078542,1.0
0.12860111235031357,1.0
0.12963591188440013,1.0
0.13067903801890385,1.0
0.13173055775450673,1.0
0.13279053863101736,1.0
0.1338590487317089,1.0
0.13493615668769232,1.0
0.1360219316823245,1.0
0.1371164434556519,1.0
0.13821976230889016,1.0
0.13933195910893928,1.0
0.14045310529293606,1.0
0.14158327287284178,1.0
0.1427225344400681,1.0
0.14387096317013945,1.0
0.14502863282739323,1.0
0.1461956177697177,1.0
0.1473719929533281,1.0
0.14855783393758096,1.0
0.14975321688982757,1.0
0.1509582185903059,1.0
0.15217291643707304,1.0
0.1533973884509754,1.0
0.15463171328066086,1.0
0.15587597020763014,1.0
0.15713023915132915,1.0
0.1583946006742822,1.0
0.15966913598726679,1.0
0.16095392695452954,1.0
0.1622490560990446,1.0
0.1635546066078141,1.0
0.16487066233721104,1.0
0.16619730781836634,1.0
0.16753462826259702,1.0
0.16888270956688037,1.0
0.1702416383193707,1.0
0.17161150180496118,1.0
0.17299238801089012,1.0
0.17438438563239245,1.0
0.17578758407839662,1.0
0.17720207347726752,1.0
0.17862794468259519,1.0
0.18006528927903123,1.0
0.18151419958817014,1.0
0.18297476867448,1.0
0.1844470903512799,1.0
0.18593125918676554,1.0
0.1874273705100835,1.0
0.18893552041745426,1.0
0.19045580577834448,1.0
0.19198832424168907,1.0
0.19353317424216301,1.0
0.19509045500650465,1.0
0.19666026655988791,1.0
0.19824270973234787,1.0
0.19983788616525675,1.0
0.2014458983178526,1.0
0.20306684947382017,1.0
0.20470084374792508,1.0
0.2063479860927009,1.0
0.20800838230519061,1.0
0.2096821390337418,1.0
0.2113693637848567,1.0
0.21307016493009817,1.0
0.21478465171304917,1.0
0.21651293425633047,1.0
0.21825512356867366,1.0
0.2200113315520513,1.0
0.22178167100886445,1.0
0.22356625564918814,1.0
0.22536520009807484,1.0
0.22717861990291716,1.0
0.22900663154086906,1.0
0.23084935242632834,1.0
0.23270690091847684,1.0
0.23457939632888358,1.0
0.23646695892916805,1.0
0.23836970995872528,1.0
0.24028777163251322,1.0
0.2422212671489026,1.0
0.2441703206975901,1.0
0.24613505746757505,1.0
0.2481156036552003,1.0
0.25011208647225874,1.0
0.2521246341541628,1.0
0.25415337596818205,1.0
0.25619844222174587,1.0
0.25825996427081327,1.0
0.26033807452830976,1.0
0.26243290647263257,1.0
0.2645445946562239,1.0
0.2666732747142133,1.0
0.2688190833731299,1.0
0.27098215845968354,1.0
0.2731626389096192,1.0
0.2753606647766392,1.0
0.27757637724139944,1.0
0.27980991862057814,1.0
0.2820614323760162,1.0
0.2843310631239323,1.0
0.2866189566442115,1.0
0.28892525988976875,1.0
0.2912501209959879,1.0
0.2935936892902362,1.0
0.2959561153014568,1.0
0.2983375507698357,1.0
0.300738148656549,1.0
0.3031580631535879,1.0
0.305597449693662,1.0
0.30805646496018324,1.0
0.31053526689732974,1.0
0.3130340147201903,1.0
0.31555286892499146,1.0
0.3180919912994055,1.0
0.32065154493294357,1.0
0.3232316942274293,1.0
0.32583260490755944,1.0
0.3284544440315484,1.0
0.33109738000185823,1.0
0.33376158257601557,1.0
0.3364472228775149,1.0
0.3391544734068103,1.0
0.341883508052395,1.0
0.3446345021019704,1.0
0.3474076322537047,1.0
0.3502030766275835,1.0
0.3530210147768488,1.0
0.35586162769953283,1.0
0.35872509785008366,1.0
0.36161160915108415,1.0
0.3645213470050656,1.0
0.3674544983064161,1.0
0.37041125145338494,1.0
0.37339179636018366,1.0
0.3763963244691838,1.0
0.37942502876321516,1.0
0.3824781037779585,1.0
0.3855557456144428,1.0
0.38865815195163994,1.0
0.3917855220591623,1.0
0.3949380568100616,1.0
0.39811595869373145,1.0
0.401319431828913,1.0
0.4045486819768058,1.0
0.40780391655428383,1.0
0.4110853446472191,1.0
0.4143931770239093,1.0
0.41772762614861736,1.0
0.4210889061952173,1.0
0.42447723306095114,1.0
0.42789282438029597,1.0
0.43133589953894275,1.0
0.4348066796878876,1.0
0.43830538775763667,1.0
0.44183224847252467,1.0
0.4453874883651492,1.0
0.4489713357909223,1.0
0.4525840209427357,1.0
0.4562257758657476,1.0
0.45989683447228685,1.0
0.4635974325568775,1.0
0.46732780781138367,1.0
0.4710881998402768,1.0
0.4748788501760256,1.0
0.47870000229460996,1.0
0.4825519016311589,1.0
0.48643479559571706,1.0
0.4903489335891331,1.0
0.4942945670190809,1.0
0.498271949316207,1.0
0.5022813359504086,1.0
0.5063229844472428,1.0
0.5103971544044674,1.0
0.5145041075087152,1.0
0.5186441075523022,1.0
0.5228174204501705,1.0
0.5270243142569708,1.0
0.531265059184276,1.0
0.5355399276179393,1.0
0.5398491941355896,1.0
0.5441931355242673,1.0
0.5485720307982025,1.0
0.552986161216737,1.0
0.5574358103023889,1.0
0.5619212638590638,1.0
0.5664428099904124,1.0
0.5710007391183345,1.0
0.5755953440016357,1.0
0.5802269197548281,1.0
0.5848957638670874,1.0
0.5896021762213611,1.0
0.5943464591136295,1.0
0.5991289172723226,1.0
0.6039498578778933,1.0
0.6088095905825471,1.0
0.6137084275301321,1.0
0.6186466833761869,1.0
0.623624675308154,1.0
0.6286427230657493,1.0
0.6337011489615013,1.0
0.638800277901453,1.0
0.6439404374060311,1.0
0.6491219576310824,1.0
0.6543451713890803,1.0
0.6596104141705014,1.0
0.664918024165374,1.0
0.6702683422850003,1.0
0.6756617121838555,1.0
0.6810984802816571,1.0
0.686578995785618,1.0
0.6921036107128763,1.0
0.6976726799131051,1.0
0.7032865610913049,1.0
0.7089456148307793,1.0
0.7146502046162954,1.0
0.7204006968574302,1.0
0.7261974609121066,1.0
0.7320408691103153,1.0
0.7379312967780338,1.0
0.743869122261329,1.0
0.7498547269506612,1.0
0.7558884953053815,1.0
0.7619708148784242,1.0
0.7681020763412013,1.0
0.7742826735086942,1.0
0.7805130033647495,1.0
0.7867934660875773,1.0
0.793124465075454,1.0
0.7995064069726363,1.0
0.8059397016954752,1.0
0.8124247624587486,1.0
0.8189620058022012,1.0
0.8255518516172995,1.0
0.8321947231742016,1.0
0.838891047148944,1.0
0.8456412536508474,1.0
0.852445776250143,1.0
0.8593050520058199,1.0
0.8662195214937011,1.0
0.8731896288347374,1.0
0.8802158217235362,1.0
0.8872985514571169,1.0
0.8944382729638979,1.0
0.9016354448329168,1.0
0.9088905293432861,1.0
0.9162039924938854,1.0
0.9235763040332933,1.0
0.931007937489959,1.0
0.9384993702026171,1.0
0.9460510833509507,1.0
0.9536635619864922,1.0
0.9613372950637825,1.0
0.9690727754717761,1.0
0.9768705000654989,1.0
0.9847309696979624,1.0
0.9926546892523334,1.0
1.000642167674363,1.0
1.0086939180050767,1.0
1.016810457413726,1.0
1.0249923072310108,1.0
1.033239992982559,1.0
1.0415540444226852,1.0
1.0499349955684154,1.0
1.058383384733789,1.0
1.0668997545644328,1.0
1.075484652072418,1.0
1.084138628671393,1.0
1.0928622402120023,1.0
1.1016560470175885,1.0
1.110520613920182,1.0
1.1194565102967835,1.0
1.1284643101059306,1.0
1.1375445919245666,1.0
1.1466979389852021,1.0
1.155924939213377,1.0
1.1652261852654227,1.0
1.1746022745665285,1.0
1.1840538093491162,1.0
1.1935813966915196,1.0
1.2031856485569785,1.0
1.212867181832949,1.0
1.2226266183707197,1.0
1.2324645850253584,1.0
1.2423817136959745,1.0
1.2523786413663058,1.0
1.2624560101456328,1.0
1.2726144673100221,1.0
1.2828546653439001,1.0
1.293177261981964,1.0
1.3035829202514262,1.0
1.3140723085146067,1.0
1.3246461005118548,1.0
1.3353049754048283,1.0
1.346049617820116,1.0
1.3568807178932114,1.0
1.3677989713128405,1.0
1.3788050793656463,1.0
1.3898997489812335,1.0
1.401083692777574,1.0
1.41235762910678,1.0
1.4237222821012416,1.0
1.4351783817201451,1.0
1.4467266637963496,1.0
1.4583678700836558,1.0
1.4701027483044482,1.0
1.481932052197721,1.0
1.4938565415674927,1.0
1.5058769823316072,1.0
1.5179941465709303,1.0
1.5302088125789406,1.0
1.5425217649117184,1.0
1.5549337944383441,1.0
1.5674456983916873,1.0
1.5800582804196197,1.0
1.5927723506366323,1.0
1.6055887256758696,1.0
1.6185082287415828,1.0
1.6315316896620042,1.0
1.644659944942648,1.0
1.6578938378200396,1.0
1.6712342183158755,1.0
1.6846819432916271,1.0
1.6982378765035682,1.0
1.7119028886582608,1.0
1.7256778574684792,1.0
1.7395636677095871,1.0
1.7535612112763663,1.0
1.7676713872403038,1.0
1.7818951019073404,1.0
1.796233268876083,1.0
1.8106868090964852,1.0
1.8252566509289994,1.0
1.8399437302042128,1.0
1.854748990282946,1.0
1.8696733821168523,1.0
1.8847178643094966,1.0
1.8998834031779268,1.0
1.9151709728147417,1.0
1.9305815551506569,1.0
1.9461161400175746,1.0
1.9617757252121624,1.0
1.977561316559939,1.0
1.9934739279798885,1.0
2.0095145815495714,1.0
2.025684307570783,1.0
2.041984144635727,1.0
2.058415139693726,1.0
2.0749783481184667,1.0
2.0916748337757887,1.0
2.1085056690920156,1.0
2.1254719351228393,1.0
2.1425747216227533,1.0
2.159815127115058,1.0
2.1771942589624063,1.0
2.1947132334379384,1.0
2.21237317579698,1.0
2.230175220349316,1.0
2.2481205105320505,1.0
2.2662101989830488,1.0
2.284445447614972,1.0
2.302827427689908,1.0
2.3213573198946036,1.0
2.3400363144162957,1.0
2.3588656110191697,1.0
2.3778464191214055,1.0
2.3969799578728703,1.0
2.4162674562334208,1.0
2.4357101530518417,1.0
2.4553092971454173,1.0
2.475066147380144,1.0
2.4949819727515887,1.0
2.515058052466395,1.0
2.535295676024448,1.0
2.555696143301707,1.0
2.5762607646336857,1.0
2.596990860899621,1.0
2.6178877636073166,1.0
2.638952814978664,1.0
2.660187368035853,1.0
2.681592786688281,1.0
2.703170445820155,1.0
2.7249217313788012,1.0
2.746848040463684,1.0
2.768950781416153,1.0
2.7912313739098855,1.0
2.8136912490420825,1.0
2.8363318494253886,1.0
2.8591546292805514,1.0
2.8821610545298246,1.0
2.905352602891129,1.0
2.9287307639729647,1.0
2.95229703937009,1.0
2.976052942759971,1.0
3.0,1.0
0.001,0.9445829291461562
0.0010080465830751737,0.9446018222881861
0.0010161579136495332,0.9446209275868775
0.0010243345127192093,0.9446402481338685
0.0010325769054725718,0.9446597861851121
0.0010408856213239628,0.9446795420813389
0.0010492611939476987,0.9446995160030462
0.0010577041613123548,0.9447197098416433
0.0010662150657153116,0.9447401268664978
0.0010747944538175916,0.944760770386547
0.001083442876678971,0.9447816437111759
0.0010921608897933733,0.9448027501453039
0.0011009490531245514,0.9448240919258178
0.001109807931142052,0.9448456688936111
0.001118738092857473,0.9448674808137713
0.0011277401118610121,0.9448895296175626
0.0011368145663583063,0.9449118183469105
0.001145962039207576,0.9449343500532387
0.001155183117957055,0.9449571277884337
0.0011644783948827348,0.9449801545911949
0.0011738484670264036,0.9450034324041146
0.001183293936233997,0.9450269612898978
0.001192815409194253,0.945050741647325
0.001202413497477682,0.945074775876774
0.0012120888175758463,0.9450990668598717
0.0012218419909409593,0.9451236174787299
0.0012316736440258014,0.9451484306159835
0.0012415844083239556,0.9451735090956993
0.0012515749204103747,0.9451988543978985
0.0012616458219822607,0.9452244667001084
0.0012717977599002869,0.9452503475574084
0.0012820313862301443,0.945276500461288
0.0012923473582844252,0.9453029290407634
0.001302746338664842,0.9453296369254948
0.0013132289953047872,0.9453566277458009
0.001323796001512234,0.9453839047225101
0.0013344480360129836,0.9454114683685128
0.0013451857829942645,0.9454393184428559
0.0013560099321486704,0.9454674566508535
0.0013669211787184653,0.945495885383661
0.001377920223540238,0.9455246070337509
0.0013890077730899163,0.9455536239941531
0.0014001845395281462,0.9455829386461323
0.0014114512407460333,0.9456125524994583
0.0014228086004112533,0.945642465712251
0.001434257348014534,0.9456726799694869
0.0014457982189165113,0.9457031985070725
0.0014574319543949597,0.9457340246210262
0.0014691593016924116,0.9457651616080955
